gene_name,max(statistic),min(pValue),max(delta_af_abs)
MALT1-ZNF532,13.885505841598624,1.9429104631896177E-4,0.07109899999999997
TSHZ1-SMIM21,14.750740665438842,1.226993171796753E-4,0.073048
ZNF682-ZNF90,14.750740665438842,1.226993171796753E-4,0.06417799999999996
LOC101929144-ZNF730,5.984754830826602,0.014430048241337312,0.03099100000000002
TMEM17-EHBP1,14.750740665438842,1.226993171796753E-4,0.069658
FUNDC2P2-SUCLG1,20.7502012949364,5.232607854455118E-6,0.05021399999999998
TMSB10-KCMF1,10.102514235903898,0.0014806717685665882,0.07114
BIN1-CYP27C1,14.750740665438842,1.226993171796753E-4,0.04439200000000004
ADORA2A-AS1,8.889036133430762,0.002868881420476699,0.06796799999999992
PISD-PRR14L,8.889036133430762,0.002868881420476699,0.07991399999999999
