gene_name,max(statistic),min(pValue),max(delta_af_abs)
PACRGL,27.86662981250862,1.2997214082766106E-7,0.075397
ARSI-TCOF1,17.661442646497733,2.6392268727915003E-5,0.06939600000000001
MTURN-ZNRF2,25.29149742363474,4.928766260681172E-7,0.07678300000000005
LOC286359,14.750740665438842,1.226993171796753E-4,0.08228999999999997
OLFML2A,14.750740665438842,1.226993171796753E-4,0.05463499999999999
NDOR1-RNF208,0.4646938838790161,0.49543841193863936,0.010367000000000015
ZNF711,5.984754830826602,0.014430048241337312,0.022849
TMEM222-SYTL1,1.6069236573933916,0.2049247807539154,0.027105000000000018
LGALS7-LGALS7B,2.6261257374090063,0.10511792857960345,0.04431000000000007
PP12613,14.750740665438842,1.226993171796753E-4,0.03377800000000003
LOC100129636-OR2B3,4.3920967000187625,0.036105885019273365,0.030043999999999998
SNORD67,6.1273685669387445,0.013310483773870674,0.06916299999999997
INAFM2-C15orf52,2.9588102160444847,0.08541076822128357,0.03230899999999999
MIR627,3.1629395915933842,0.07532743069871928,0.030949999999999978
MRPS30,14.203971408666424,1.6402396913872686E-4,0.029302
HCG14-TRIM27,5.984754830826602,0.014430048241337312,0.04134400000000005
FADS1,17.36077212067979,3.091410730160504E-5,0.051271999999999984
LHX1,5.984754830826602,0.014430048241337312,0.04407700000000003
DHX40-CLTC,10.474272870503425,0.0012104842265099336,0.06475600000000001
VN1R2-VN1R4,2.9588102160444847,0.08541076822128357,0.02493500000000004
ZNF847P,5.254398466541732,0.021891367105316584,0.06796800000000003
ZNF614-ZNF432,6.302878263996224,0.012054209664672078,0.03762300000000002
MIR4654,9.303992853867074,0.002286549705343033,0.051038
PEX6-PPP2R5D,7.81836114949199,0.005171807237258186,0.057052
PISRT1,8.889036133430762,0.002868881420476699,0.03881800000000002
EVC2-EVC,3.2652414992349446,0.07076260280850455,0.035193
MIR7-1,5.984754830826602,0.014430048241337312,0.014458000000000013
S100A7L2-S100A7,1.0679880270433133,0.30140034541649696,0.019553000000000043
HOXC12-HOTAIR,14.750740665438842,1.226993171796753E-4,0.030632999999999994
CTNNA1-SIL1,10.959398284331515,9.313005358723148E-4,0.03357199999999999
PTCH2-EIF2B3,8.889036133430762,0.002868881420476699,0.02055499999999999
SNORD116-3-SNORD116-10,0.03418793855065729,0.8533076225381062,0.0049979999999999955
PNMT-PGAP3,1.821295585346929,0.17715913705435404,0.04018999999999995
CKLF-CMTM1-CMTM2,0.4596972270566141,0.4977655084979602,0.008924999999999999
ST5-AKIP1,2.9588102160444847,0.08541076822128357,0.009845000000000048
HOXD3-HAGLR,4.280060915847135,0.03856196624834052,0.065442
LINC00479-LINC00112,2.644216035552397,0.1039274144486042,0.049514
MALSU1-IGF2BP3,0.028881876497095175,0.8650520640374395,0.0038039999999999984
ATG4A-COL4A6,1.7995663537918854E-5,0.9966152804394469,0.0022659999999999902
YARS,14.750740665438842,1.226993171796753E-4,0.05717499999999999
LOC343052,14.750740665438842,1.226993171796753E-4,0.038968
KIF14,14.750740665438842,1.226993171796753E-4,0.053481999999999974
REN,6.08863995277074,0.01360537757068081,0.06721299999999997
ZP1,5.80275504610655,0.016001083413423767,0.03612599999999999
CDK2AP2,12.608667201958848,3.839621873896748E-4,0.026762000000000008
NTM-OPCML,14.750740665438842,1.226993171796753E-4,0.09569100000000003
NELL2,19.6981521756177,9.068901432263132E-6,0.09606199999999998
KCNMB4,14.750740665438842,1.226993171796753E-4,0.07866499999999998
DTX1,19.6981521756177,9.068901432263132E-6,0.07238999999999995
ACADS-SPPL3,14.750740665438842,1.226993171796753E-4,0.07769000000000004
LRRC16B-CPNE6,6.558087599987905,0.010440851396223083,0.024043000000000002
PCNX-SNORD56B,25.29149742363474,4.928766260681172E-7,0.12114799999999998
DPF3,19.6981521756177,9.068901432263132E-6,0.12537699999999996
SERPINA10,6.383470874145819,0.01151879540031775,0.038680000000000006
LINC00926,8.889036133430762,0.002868881420476699,0.06334100000000004
PPIB,14.750740665438842,1.226993171796753E-4,0.09967400000000004
OR4F15,5.984754830826602,0.014430048241337312,0.04496900000000004
MRPS34,5.275844516913982,0.02162329620056236,0.04190699999999992
CDH15,14.750740665438842,1.226993171796753E-4,0.052355999999999986
NTN1,14.750740665438842,1.226993171796753E-4,0.07770300000000008
TAF4B-LINC01543,14.750740665438842,1.226993171796753E-4,0.041275000000000006
TJP3,26.833277775667188,2.217851413632843E-7,0.07149700000000003
LINC01304-LINC01249,14.750740665438842,1.226993171796753E-4,0.094606
SLC35F5,14.731562053468624,1.2395379533169937E-4,0.048045000000000004
CUL3,14.750740665438842,1.226993171796753E-4,0.036181000000000005
DOPEY2,14.750740665438842,1.226993171796753E-4,0.050983
SMIM20-RBPJ,18.605814853657996,1.607295417072052E-5,0.08036700000000002
CDKL2-G3BP2,14.750740665438842,1.226993171796753E-4,0.024428000000000005
ANKRD50,14.750740665438842,1.226993171796753E-4,0.06254500000000002
FAT1-LOC339975,27.86662981250862,1.2997214082766106E-7,0.09436
VCAN-HAPLN1,14.750740665438842,1.226993171796753E-4,0.04149499999999995
FAT2,14.750740665438842,1.226993171796753E-4,0.096968
UIMC1-ZNF346,5.984754830826602,0.014430048241337312,0.041040999999999994
ZNF391,6.323392660841537,0.01191554399060002,0.043499000000000065
UHRF1BP1,19.6981521756177,9.068901432263132E-6,0.062284000000000006
ENPP4,4.17489129433322,0.04102719447711056,0.06592199999999998
ADGRF1,14.750740665438842,1.226993171796753E-4,0.078816
IGF2BP3,14.750740665438842,1.226993171796753E-4,0.07394200000000001
GHRHR,5.984754830826602,0.014430048241337312,0.06161099999999997
LOC286083,19.6981521756177,9.068901432263132E-6,0.07325499999999996
LOXL2,18.791828187893483,1.4579045231277732E-5,0.129168
LYPLA1,14.750740665438842,1.226993171796753E-4,0.031305999999999994
UHRF2,31.701263908920783,1.7980514410709247E-8,0.09044600000000003
OR1L6-OR5C1,15.776684349427304,7.127547400831435E-5,0.022876
MIR602-LOC100133077,14.750740665438842,1.226993171796753E-4,0.09238199999999996
OR10X1-OR10Z1,7.604220527616355,0.005823183227972928,0.048347
OR51A4-OR51A2,22.24713401920149,2.3971631895047807E-6,0.155984
LINC01493,6.558087599987905,0.010440851396223083,0.059112
SOS2-L2HGDH,4.404560088766654,0.03584296803828746,0.05806900000000004
SYNJ2BP-COX16-ADAM21,14.750740665438842,1.226993171796753E-4,0.03979299999999997
SPINT1-RHOV,14.750740665438842,1.226993171796753E-4,0.05959300000000001
IDH3A,14.750740665438842,1.226993171796753E-4,0.08303099999999997
DNAJA4-WDR61,14.750740665438842,1.226993171796753E-4,0.025375000000000036
CCDC158-SHROOM3,14.203971408666424,1.6402396913872686E-4,0.080422
RAD17,20.7502012949364,5.232607854455118E-6,0.028354000000000018
LINC01004-KMT2E-AS1,14.750740665438842,1.226993171796753E-4,0.07234800000000002
NXF5,5.984754830826602,0.014430048241337312,0.03120999999999996
TMC5-GDE1,3.2639102337056087,0.07082006308913924,0.04731700000000005
DMKN-SBSN,16.37432759001225,5.198458962907271E-5,0.046054000000000005
PSMC4,5.984754830826602,0.014430048241337312,0.052575999999999984
CRYBB2P1,14.750740665438842,1.226993171796753E-4,0.04119300000000001
ZNF860-GPD1L,14.750740665438842,1.226993171796753E-4,0.08401999999999998
C7orf73,5.984754830826602,0.014430048241337312,0.06795400000000007
PBK-SCARA5,9.303992853867074,0.002286549705343033,0.055362999999999996
GABPB1-AS1,10.585046247253723,0.0011400604468870812,0.06325899999999995
CERK-TBC1D22A,8.819484964093112,0.0029803077355020635,0.053289999999999976
MIR4658,5.984754830826602,0.014430048241337312,0.018001000000000045
DNM3-IT1,9.973164505473413,0.0015883825981475308,0.045408000000000004
LOC101928226,4.445802156010693,0.03498714997997954,0.03954500000000001
LHX5,9.557726186811838,0.001991095880002014,0.045519000000000004
SAMD15,5.984754830826602,0.014430048241337312,0.03961399999999998
SPATA2L,6.8775361405762565,0.008728580800827057,0.08211100000000002
SNORA91,6.314570989074802,0.011974971623018305,0.053509
PRR14L-DEPDC5,1.494156324814903,0.22157270072986068,0.033669000000000004
MIR30C2-MIR30A,5.984754830826602,0.014430048241337312,0.049624
KIAA1161,14.750740665438842,1.226993171796753E-4,0.04128899999999999
FLNA,14.750740665438842,1.226993171796753E-4,0.04752299999999998
BIRC3,14.321193811956672,1.541199166666951E-4,0.06240699999999999
AMFR-NUDT21,3.1928981541062433,0.07395878467435102,0.059441999999999995
SH3D21-EVA1B,0.3347440422520459,0.5628788870609402,0.009844999999999993
KRT20,5.984754830826602,0.014430048241337312,0.05493799999999999
HAUS2-STARD9,0.25851099526324706,0.6111449712215211,0.011547000000000002
LRRC37A4P-LOC644172,2.7469526765510706,0.0974399774542215,0.033531000000000005
LRRC1-LOC101927189,3.5850648770809266,0.058301140178357636,0.04138499999999999
MIR3202-1,14.750740665438842,1.226993171796753E-4,0.02835399999999999
SPCS1-NEK4,5.044464455629029,0.02470474290309399,0.07400999999999996
LOC101929723-C2orf91,5.411079231454885,0.020009341708040806,0.07638499999999993
C9orf24-FAM219A,1.290109930528866,0.2560276928524111,0.03915999999999997
SOX9-AS1-SOX9,0.30335121074977095,0.5817891001722807,0.005548
SETD3-CCNK,0.22827253042950346,0.6328076899200129,0.004037
RUNX3-MIR4425,14.750740665438842,1.226993171796753E-4,0.11674099999999998
HEYL,14.750740665438842,1.226993171796753E-4,0.054030999999999996
NFIA,20.7502012949364,5.232607854455118E-6,0.08651900000000001
SNX7-PLPPR5,17.902838047229206,2.324741787673723E-5,0.05183499999999999
CHIA-PIFO,5.411631572245282,0.0200030117145914,0.03830900000000004
TRMT1L,14.750740665438842,1.226993171796753E-4,0.102296
VASH2,9.303992853867074,0.002286549705343033,0.06562100000000004
OR13G1-OR6F1,14.750740665438842,1.226993171796753E-4,0.07961200000000002
APBB1,14.337446414724008,1.527951199408184E-4,0.08553
CCDC34,11.586679221363665,6.642592449117579E-4,0.06739200000000001
TMEM135,14.750740665438842,1.226993171796753E-4,0.05566499999999999
LOC101929295,5.984754830826602,0.014430048241337312,0.039532000000000005
ANKRD10-LINC00431,14.750740665438842,1.226993171796753E-4,0.072994
OR4K17,3.719728098622301,0.053773126853540965,0.03375
SYNJ2BP-COX16,5.984754830826602,0.014430048241337312,0.05701099999999992
ANKRD34C-TMED3,14.750740665438842,1.226993171796753E-4,0.045903
DUS2,14.750740665438842,1.226993171796753E-4,0.03799400000000001
MRPL10,2.753750635804999,0.09702658391934915,0.043102000000000085
HOXB3,14.750740665438842,1.226993171796753E-4,0.03689500000000001
PLIN3-ARRDC5,5.984754830826602,0.014430048241337312,0.039010000000000045
LOC100379224,14.750740665438842,1.226993171796753E-4,0.03344900000000006
ABCA12,41.319750592784516,1.2925627235205184E-10,0.081233
PKI55-MARCH4,14.750740665438842,1.226993171796753E-4,0.036319000000000004
FLJ43879-HDAC4,14.750740665438842,1.226993171796753E-4,0.07719599999999999
TTC3,14.750740665438842,1.226993171796753E-4,0.09333000000000002
DSCR8-DSCR10,14.750740665438842,1.226993171796753E-4,0.06987700000000002
LOC101928435-PSMG1,17.36077212067979,3.091410730160504E-5,0.08855099999999994
MRPL3,14.750740665438842,1.226993171796753E-4,0.03506900000000002
NCBP2-AS2,14.750740665438842,1.226993171796753E-4,0.053688
CSN1S2BP,10.141879703042223,0.001449382922996123,0.05554199999999998
PROL1,14.750740665438842,1.226993171796753E-4,0.03844700000000001
USO1,14.750740665438842,1.226993171796753E-4,0.05267200000000005
LRIT3,14.750740665438842,1.226993171796753E-4,0.06224300000000005
PPP2CA,14.750740665438842,1.226993171796753E-4,0.052754999999999996
FGF18-SMIM23,25.29149742363474,4.928766260681172E-7,0.084542
LINC01445-VSTM2A,14.809684331824005,1.1892322516637854E-4,0.06901199999999999
PILRA,14.750740665438842,1.226993171796753E-4,0.04248400000000002
HTR5A,14.750740665438842,1.226993171796753E-4,0.07907700000000006
RAB11FIP1-GOT1L1,5.984754830826602,0.014430048241337312,0.074326
LINC00588-LOC101929488,14.750740665438842,1.226993171796753E-4,0.076674
TTPA-YTHDF3-AS1,14.750740665438842,1.226993171796753E-4,0.07930999999999999
DENND3,19.6981521756177,9.068901432263132E-6,0.076152
FSD1L,7.594834588507116,0.005853576578826236,0.090611
TOR4A-NRARP,5.984754830826602,0.014430048241337312,0.035028000000000004
NDUFA1-AKAP14,14.750740665438842,1.226993171796753E-4,0.030482999999999982
PFDN2,8.573296762641814,0.0034112891773147025,0.05312499999999998
TIMM10-SMTNL1,5.984754830826602,0.014430048241337312,0.05275399999999997
ANAPC15-FOLR3,5.1433412554582745,0.023335694212808344,0.043142999999999994
CARD16-CASP1P2,14.750740665438842,1.226993171796753E-4,0.036236000000000046
C11orf88,14.750740665438842,1.226993171796753E-4,0.034767000000000006
GLIPR1L1,5.984754830826602,0.014430048241337312,0.03730699999999998
LOC101927062,17.36077212067979,3.091410730160504E-5,0.06688300000000003
HAGHL,3.096067611894043,0.07848165665882234,0.02851899999999999
ST3GAL2,14.750740665438842,1.226993171796753E-4,0.05532199999999998
HOXB8-HOXB9,4.521094730551098,0.03347940261779525,0.05978500000000003
MAP2K6-LINC01483,8.889036133430762,0.002868881420476699,0.08607999999999993
LINC01544,5.984754830826602,0.014430048241337312,0.04325199999999996
CRB3,5.31761821492167,0.021110847811612432,0.04774299999999998
DNMT3A-DTNB,21.91499052238742,2.849989135023101E-6,0.056379999999999986
LINC00158,14.750740665438842,1.226993171796753E-4,0.044927999999999996
C5orf45,19.6981521756177,9.068901432263132E-6,0.05246600000000001
LANCL2,14.809684331824005,1.1892322516637854E-4,0.093138
GNAI1,14.750740665438842,1.226993171796753E-4,0.05555600000000005
ZNF398,6.29053962953679,0.012138408937154677,0.06515399999999993
BEX5,2.558896559165179,0.10967510936480362,0.031883
OR6Y1-OR6P1,14.750740665438842,1.226993171796753E-4,0.039449
LINC01049,7.399834864331259,0.006522986484507554,0.088619
ATP6V0D1,14.750740665438842,1.226993171796753E-4,0.01753500000000001
KRT27,7.159586561438952,0.007456438144522459,0.03722399999999998
ZNF442,5.984754830826602,0.014430048241337312,0.024318000000000006
NIFK,14.750740665438842,1.226993171796753E-4,0.04186599999999996
CTNNB1,8.889036133430762,0.002868881420476699,0.05138099999999998
FLJ32255-LOC648987,5.984754830826602,0.014430048241337312,0.037390000000000034
MIR4709,2.4295022482978164,0.11907070162303335,0.05177900000000002
C17orf51-KCNJ18,14.750740665438842,1.226993171796753E-4,0.09884900000000002
WSB1-TBC1D3P5,6.070268518502599,0.013747605953372322,0.03647
NTNG2-SETX,17.36077212067979,3.091410730160504E-5,0.039175000000000015
TUBA4B-DNAJB2,5.984754830826602,0.014430048241337312,0.037169999999999925
MIR148A,12.43000637597857,4.2249045852105205E-4,0.048814
RNF170,7.349453685080886,0.0067083137976033935,0.044640000000000006
MIR1261,5.984754830826602,0.014430048241337312,0.040026000000000006
GTF2H3-TCTN2,8.889036133430762,0.002868881420476699,0.03071600000000002
VPS13C-C2CD4A,5.573027865679596,0.018239194639264378,0.07881599999999994
RFPL3S,2.9588102160444847,0.08541076822128357,0.031498
LRRC7-LRRC40,14.750740665438842,1.226993171796753E-4,0.05015999999999998
SAA3P-MRGPRX3,14.809684331824005,1.1892322516637854E-4,0.045380000000000004
SNORA98,5.445363838133094,0.01962032796519153,0.027996999999999994
BDH2-CENPE,3.6174683276118236,0.05717581750720879,0.05635200000000001
PIH1D1-ALDH16A1,2.183383302454453,0.1395074846784221,0.04322500000000007
BYSL-CCND3,0.3002372035760083,0.5837337536515917,0.01775500000000002
RSRC1-LOC100996447,0.793455931323906,0.37305716926902677,0.015749
LINC01248-SOX11,0.5726168159705364,0.44922093319425516,0.02547099999999991
PMS2P4,1.2838461292842887,0.25718513559057143,0.039051
MIR4795-CHMP2B,5.984754830826602,0.014430048241337312,0.007359999999999999
FAM110D-ZNF593,4.801842869721664,0.02842931156643147,0.06467299999999998
ELOVL1-MED8,5.984754830826602,0.014430048241337312,0.021791000000000005
CLCA3P,5.984754830826602,0.014430048241337312,0.029947
KCNN3-PMVK,14.750740665438842,1.226993171796753E-4,0.03626399999999996
C1orf106-KIF21B,14.750740665438842,1.226993171796753E-4,0.05291999999999997
CAPN2,13.677599337253595,2.170278775838197E-4,0.056586
RRM1,10.959398284331515,9.313005358723148E-4,0.06982199999999994
MS4A12,7.1804023363581155,0.007370417766163095,0.06123999999999996
P4HA3,11.03421882907214,8.944535878978588E-4,0.06198199999999998
ST3GAL4-AS1,9.303992853867074,0.002286549705343033,0.03500000000000003
KIF5A-PIP4K2C,16.55491957108478,4.726121792264504E-5,0.124718
CCDC38,14.750740665438842,1.226993171796753E-4,0.056599000000000066
KATNAL1,14.750740665438842,1.226993171796753E-4,0.08152100000000001
RDH11,14.750740665438842,1.226993171796753E-4,0.05238299999999996
TMED10-FOS,14.750740665438842,1.226993171796753E-4,0.097503
FAM214A-ONECUT1,14.750740665438842,1.226993171796753E-4,0.061157999999999935
PIGB,14.750740665438842,1.226993171796753E-4,0.03309200000000001
MCTP2-LOC440311,19.6981521756177,9.068901432263132E-6,0.08746599999999999
SMG1,14.809684331824005,1.1892322516637854E-4,0.09179100000000001
GSG1L,14.750740665438842,1.226993171796753E-4,0.07958399999999999
HEATR3-PAPD5,14.750740665438842,1.226993171796753E-4,0.056558
APOOP5,5.984754830826602,0.014430048241337312,0.06176200000000001
LINC00922-CDH5,27.86662981250862,1.2997214082766106E-7,0.109464
GLG1-RFWD3,9.683528203247135,0.0018592725977502056,0.030057
ATP2C2,25.29149742363474,4.928766260681172E-7,0.08894900000000006
AMZ2P1-GNA13,14.75074066543875,1.226993171796753E-4,0.020418000000000047
RBFOX3,14.750740665438842,1.226993171796753E-4,0.09162700000000001
CALR,5.984754830826602,0.014430048241337312,0.019030999999999992
AP1M1,14.731562053468624,1.2395379533169937E-4,0.09431800000000001
PLEKHB2,12.608667201958848,3.839621873896748E-4,0.07391399999999992
CCDC148,14.866323290804829,1.1540500781148655E-4,0.06991799999999998
APOL6-APOL5,14.750740665438842,1.226993171796753E-4,0.08235799999999999
VGLL4-TAMM41,17.999764284198612,2.2093232514119876E-5,0.08110899999999999
ZNF385D,16.863564948669744,4.01652331454283E-5,0.10004400000000002
PDZRN3-AS1-CNTN3,21.0703842456892,4.427179284838267E-6,0.080202
ST3GAL6,8.889036133430762,0.002868881420476699,0.06890199999999996
MAP3K13,14.750740665438842,1.226993171796753E-4,0.06345100000000004
FGF12,30.06115103811974,4.186343049994434E-8,0.08360800000000002
SH3TC1,14.750740665438842,1.226993171796753E-4,0.05988099999999996
NMU,14.750740665438842,1.226993171796753E-4,0.053907999999999984
CFI,14.750740665438842,1.226993171796753E-4,0.07915999999999995
CTB-113P19.1,20.7502012949364,5.232607854455118E-6,0.06820200000000004
LINC01623-HCG14,6.302878263996224,0.012054209664672078,0.05302900000000005
PFDN6,3.0088990031465066,0.08280851989219296,0.05863200000000007
UQCC2,14.750740665438842,1.226993171796753E-4,0.03887200000000002
IMPG1,14.809684331824005,1.1892322516637854E-4,0.06548300000000001
LOC102723649-LOC100507406,14.750740665438842,1.226993171796753E-4,0.03883100000000006
CNKSR3,14.750740665438842,1.226993171796753E-4,0.073489
SUGCT,19.6981521756177,9.068901432263132E-6,0.094167
DEFB135,6.538029953147348,0.010559221865108825,0.06029299999999993
MIR548H4-STMN4,14.750740665438842,1.226993171796753E-4,0.11159200000000002
PLAT-LOC101929897,25.29149742363474,4.928766260681172E-7,0.05077700000000002
EYA1-MSC,14.750740665438842,1.226993171796753E-4,0.09188799999999997
LOC101927066,41.31975059278443,1.2925627235205184E-10,0.098808
TBC1D31,14.750740665438842,1.226993171796753E-4,0.054347000000000034
FAM84B,3.9895389482473615,0.04578359041260671,0.035413
CYP11B1-CYP11B2,9.512165039502502,0.0020411419691761523,0.048785999999999996
ACO1,22.88309497262738,1.7215934020597956E-6,0.08606600000000009
MIR181B2,6.10785815867708,0.013458212505910838,0.04568300000000003
POLRMT-FGF22,2.9588102160444847,0.08541076822128357,0.04227800000000001
RSPH6A,14.750740665438842,1.226993171796753E-4,0.03314699999999998
SULT1C2,5.984754830826602,0.014430048241337312,0.057532999999999945
TTLL4-CYP27A1,7.2536329035402405,0.007075771801705488,0.064357
IL10RB-AS1,19.053495315361783,1.2710475284283262E-5,0.067185
APOL2,14.750740665438842,1.226993171796753E-4,0.06032
C5orf49,4.277622123214089,0.038617337361321225,0.04864899999999994
IFNE,5.984754830826602,0.014430048241337312,0.029136999999999996
OR6N2-MNDA,9.968443582033705,0.0015924605253494484,0.043403
KIAA1614-STX6,8.889036133430762,0.002868881420476699,0.044049000000000005
MIR376B,5.984754830826602,0.014430048241337312,0.048168000000000044
MBD2-POLI,20.7502012949364,5.232607854455118E-6,0.05978499999999998
ZNF446,5.094027539979258,0.024008371833944886,0.024687999999999988
LOC101928107-LINC01548,14.750740665438842,1.226993171796753E-4,0.05463600000000002
TMEM139,5.022189443982122,0.025024507793377282,0.032446
MIR4478-NDUFA8,14.809684331824005,1.1892322516637854E-4,0.03917400000000004
NT5C1A,5.984754830826602,0.014430048241337312,0.05982499999999999
C19orf84,3.2725461936496067,0.07044820400363283,0.029824000000000073
TTC24-APOA1BP,7.782447434159457,0.005275627755829793,0.077676
IKZF4,14.750740665438842,1.226993171796753E-4,0.017507
MIR7106,3.5380417897612526,0.05997622955971771,0.012921000000000002
RNASE10,13.422382339500768,2.48639731081024E-4,0.07065900000000003
KRT26-KRT27,1.7913991667776115,0.18075578131220382,0.03178700000000001
FOXJ1,5.984754830826602,0.014430048241337312,0.028629000000000016
HES3-GPR153,3.351571355531592,0.06714089284800417,0.04487300000000005
SOCS1-TNP2,4.202485468346308,0.040364776680630654,0.06452199999999997
HOXB7,14.750740665438842,1.226993171796753E-4,0.036511000000000016
LINC01548,6.507354646231547,0.010742920852558568,0.040780999999999984
MRPL14,14.750740665438842,1.226993171796753E-4,0.027996999999999994
CATSPER4,11.03421882907214,8.944535878978588E-4,0.051738000000000006
MANSC4-KLHL42,5.342390004261232,0.02081291927995843,0.053867
NDUFAF7-PRKD3,1.7164742941638882,0.19014751401010388,0.04399399999999998
OCEL1,5.984754830826602,0.014430048241337312,0.038968000000000017
C3orf14,6.302878263996224,0.012054209664672078,0.030758000000000008
TOR2A,5.984754830826602,0.014430048241337312,0.07904900000000004
MIR514A3,14.750740665438842,1.226993171796753E-4,0.018001
SNORD19B,5.5427548287078,0.01855734784229468,0.073048
MYBPC2-FAM71E1,0.7150617614782595,0.3977685338081143,0.02882199999999996
LYPD4-DMRTC2,0.0,1.0,8.65E-4
TDRD10-UBE2Q1,0.0,1.0,3.569999999999997E-4
LYPLA2-GALE,0.2078036724400561,0.6484943363430115,0.0031030000000000003
C19orf71-MFSD12,0.2784881173256327,0.5976938746003894,0.014266000000000001
PRMT7-SMPD3,3.8300479052896526,0.05034149391606291,0.05956499999999998
CLCN6,19.6981521756177,9.068901432263132E-6,0.038241000000000025
ALPL-RAP1GAP,14.750740665438842,1.226993171796753E-4,0.07053700000000002
GLIS1,17.360772120680252,3.091410730160504E-5,0.07649600000000001
COL24A1,14.809684331824005,1.1892322516637854E-4,0.07216999999999996
RBMXL1,5.275844516913982,0.02162329620056236,0.030785000000000007
SLC16A4,6.302878263996224,0.012054209664672078,0.03452000000000001
CD53-LRIF1,14.750740665438842,1.226993171796753E-4,0.04873099999999997
CEP350,14.750740665438842,1.226993171796753E-4,0.059811999999999976
C1orf140-DUSP10,14.750740665438842,1.226993171796753E-4,0.06825700000000001
RFX4,17.693058911863336,2.5957205763149638E-5,0.08771400000000001
DAO,9.645667016978063,0.0018979876387772432,0.08266099999999998
ARL6IP4,8.386889602702052,0.0037793709544661214,0.08272900000000005
INTS6,16.318624925955717,5.35351820293295E-5,0.05015999999999998
MIR4704-PCDH9,20.7502012949364,5.232607854455118E-6,0.029521
TNFAIP2-LINC00605,10.76486886709101,0.0010344489353473207,0.06706199999999995
KIAA0101,14.809684331824005,1.1892322516637854E-4,0.030497000000000003
NOB1,4.277622123214089,0.038617337361321225,0.025595000000000034
EFCAB3,14.750740665438842,1.226993171796753E-4,0.028409999999999935
MARCH10,14.750740665438842,1.226993171796753E-4,0.07928200000000002
SKA1-MAPK4,14.809684331824005,1.1892322516637854E-4,0.07103000000000004
PIGN,17.999764284198612,2.2093232514119876E-5,0.048306
STAP2,5.984754830826602,0.014430048241337312,0.053935000000000066
ZNF729-ZNF98,2.9588102160444847,0.08541076822128357,0.02177699999999999
CHST8,14.750740665438842,1.226993171796753E-4,0.10910600000000004
ZNF222,8.889036133430762,0.002868881420476699,0.05665400000000009
GYS1,14.750740665438842,1.226993171796753E-4,0.06821499999999997
QPCT,5.984754830826602,0.014430048241337312,0.0575190000000001
KCNG3,17.558677967267943,2.7857651793361526E-5,0.04753600000000002
UGGT1-HS6ST1,19.6981521756177,9.068901432263132E-6,0.0746
LOC101929570,4.277622123214089,0.038617337361321225,0.04111
MYO3B,20.7502012949364,5.232607854455118E-6,0.10414999999999996
MDH1B,12.64998824293764,3.7556803931615423E-4,0.04262100000000002
HIRA,14.750740665438842,1.226993171796753E-4,0.0800789999999999
SLC15A2-ILDR1,14.750740665438842,1.226993171796753E-4,0.05566500000000002
EVC,12.861798992074519,3.3535804495032906E-4,0.08914100000000003
SLC2A9,14.783596970606435,1.205798054891849E-4,0.05935900000000002
IFNGR1-OLIG3,14.750740665438842,1.226993171796753E-4,0.05771100000000001
ERICH1-AS1-LOC286083,19.6981521756177,9.068901432263132E-6,0.10850199999999999
MIR4660,5.984754830826602,0.014430048241337312,0.055720999999999965
DOCK5,14.750740665438842,1.226993171796753E-4,0.07542500000000002
CYP7A1-SDCBP,14.750740665438842,1.226993171796753E-4,0.081754
PI15-CRISPLD1,14.750740665438842,1.226993171796753E-4,0.04619099999999998
SNX16,14.750740665438842,1.226993171796753E-4,0.045943999999999985
ASAP1-ADCY8,14.822996506571888,1.1808673261182179E-4,0.10170499999999993
KDM4C-TMEM261,25.29149742363474,4.928766260681172E-7,0.09792900000000004
LRRC8A,14.750740665438842,1.226993171796753E-4,0.029974999999999988
ZXDA-SPIN4,20.7502012949364,5.232607854455118E-6,0.044516
MAP2K4P1,14.809684331824005,1.1892322516637854E-4,0.022161999999999994
VAMP7-IL9R,12.075316276328222,5.109379515380041E-4,0.035412
ZBTB8B,7.362070913125606,0.00666140247875735,0.026350000000000002
CLSPN-AGO4,8.889036133430762,0.002868881420476699,0.05371500000000001
PGLYRP4,8.889036133430762,0.002868881420476699,0.05280899999999994
FCER1G,5.984754830826602,0.014430048241337312,0.049185000000000006
LINC01032-UCHL5,14.750740665438842,1.226993171796753E-4,0.033091999999999996
USP44,14.750740665438842,1.226993171796753E-4,0.055459000000000036
TRAFD1,14.750740665438842,1.226993171796753E-4,0.06761099999999998
MIPEPP3,9.643480677210066,0.0019002480821121992,0.053524000000000016
LINC00433,14.750740665438842,1.226993171796753E-4,0.07460099999999992
FUT5,26.657483791485447,2.4290810596294676E-7,0.059275999999999995
TECR,8.889036133430762,0.002868881420476699,0.08289399999999997
ZNF99,5.984754830826602,0.014430048241337312,0.026034
ALKBH6,14.750740665438842,1.226993171796753E-4,0.02407
ASPDH-LRRC4B,2.110409197989269,0.14630019242703085,0.03185500000000008
IFNAR2,19.053495315361783,1.2710475284283262E-5,0.07295299999999999
IQCJ-SCHIP1-IL12A-AS1,9.303992853867074,0.002286549705343033,0.09755899999999995
LINC01324,16.01028763546898,6.299922337582586E-5,0.06892900000000002
TPRG1-AS1,3.768540217953363,0.052225192744516646,0.016463000000000005
PCAT4-ANTXR2,14.750740665438842,1.226993171796753E-4,0.04886799999999997
CLGN,14.750740665438842,1.226993171796753E-4,0.05092799999999997
