object_id	entrez_id
-409742140	54805
-750875123	51809
-458396497	11232
-1491320867	55647
-348247066	2138
-714394497	1006
-806882299	57678
-433661965	60386
2317	2645
3041	23563
-2033190117	23563
4072	104909134
-258864130	104909134
-1743570688	728963
-823650094	100271715
-1507913345	100271722
-1844677231	100271846
6422	100271849
-528270144	100271849
484	100271849
-64370099	100271873
-1528857940	100272147
-42925297	100886964
-226794355	102723713
-785152514	102723631
-226794355	102723655
-785152514	102723680
-1233816127	102723968
-1857753446	102724473
-429230072	102724159
6345	102723996
-173061897	102724235
-207639836	102724023
-1069972041	100887755
-653611866	100885779
-512737764	100885789
-2136582724	100885850
-885094332	102465854
-1215978386	102465854
-2087194176	102466081
-1386061967	102466615
-1185593331	102466806
-466374420	102724187
-496442064	102724334
994	102724334
-608463595	102724334
1144	102724488
-1615040280	102724488
-577918220	102724428
-226794355	102724127
-226794355	102724101
-1308942212	102724560
-1158479562	102724631
-2030971272	102724770
-1428907892	102724652
-1175064494	102724594
-324748846	102465439
-1150971656	102465439
-1863348797	102465439
-461934155	102465440
-36691151	102465517
-1792835842	102465517
-2038274992	102465517
-946108332	102466658
-1459134026	102466658
-1831131822	102466658
-45568493	102465467
-1275305129	102465467
-2103220935	102465467
-483048969	102466727
-9034316	102466854
-827795300	102466854
-1395417514	102464817
-1746662611	102464817
-1672815771	102466235
-128413267	102466906
-869116916	102466906
-1974390993	102464835
-914980347	102465667
-293915424	102465800
-513191648	102465800
-1665746998	102465801
-1843360541	102465801
-809915565	102465802
-1695831428	102465802
-2114276257	102465139
-1991711454	102465141
-252593707	102465696
-1268334577	102465696
-529264274	102465431
-173061897	102725406
-2067669730	102725135
-1071710079	102725138
-1780131795	102724827
-1166600746	102725214
-1366606484	102725225
-2024637426	102724985
-1244143841	102800311
2407	102800317
-1592113337	102800317
-1116536061	102725016
-1973604582	102725016
-1029012960	102725042
-1877867178	102725356
1056	102725084
-1453583793	102725084
1459841041	57413
2796	57413
2771	57413
-1229755290	100913187
-1482450001	387715
-866738863	400500
-931656399	729956
-1794008184	729967
-2063830493	729970
-1116409523	729993
-1477408620	730013
-1327818781	730051
-1157802799	730091
-492079771	730092
-1071710079	730094
-2076132207	730101
-1598506508	730112
-1773241050	751071
-1613911940	752014
-426130009	767557
-1977680828	767558
-1206780429	767561
-459228281	767562
-2087363033	767563
-1796661789	767564
-1765605683	767565
-867262974	767566
-298880294	767567
-1376330456	767568
-1000015383	767569
-1266102923	767578
-1134619655	767579
-452105755	767580
-1914637972	767581
-982730163	767582
-642581487	767583
-406490846	767584
-422612385	767585
-940855639	767588
-990903644	767589
-57106387	767591
-1988850346	767592
-1337673320	767593
-526745232	767594
-1631713425	767595
-1783748534	767596
-1069501333	767598
-655542165	767599
-456295309	767600
-2119751819	767603
-69867810	100287221
-2146268845	767604
-440290742	767605
-412219396	767606
-456128223	767608
-446567673	767609
-418662750	767610
-1267996019	767611
-708540470	767612
-810916488	731220
-288121836	729475
-642944927	729495
-1808330150	729515
-635582474	729522
-677509225	729528
-1018374271	729533
-1866000962	729540
-104135636	729582
-1622054855	729603
-9354705	729609
-2032598931	729611
-1006341318	729614
-1643854184	729617
-374135353	729627
-1947213920	729633
-527310687	729646
-1572600204	729648
-1018368124	729652
-506766259	729668
-679923985	729375
-1877867178	729384
-774118011	729402
-1541188380	729423
-1786900839	729438
-351454531	729440
-366403997	729442
-1620921000	729447
-2125410074	729458
-97576468	729461
-1401393089	729468
-488314492	730961
752	730394
-976132464	730394
-1318129725	730394
-1852201926	730394
4585	1392
-853799809	79042
599	5336
-1701315067	5336
-2022612603	9319
-51971878	27440
-103523249	5820
-1064675474	1633
-783056459	7809
150	9318
-1939896478	9318
-1338648166	58496
1056	138804
-1114233034	138804
-579197303	83938
-312889904	11259
-644647984	11247
-1179079825	23390
-228728768	112399
-1957214644	112399
-1234638204	8140
-1051817934	7771
-124109068	8456
-1399819304	9609
-1115877576	761
542	4905
-1080303164	197
-607943222	460
-218127945	6611
1056	119679
-1289172679	29117
-276116012	3514
-316992351	3514
2888	3514
2883	3514
-667517238	3514
-841973489	3514
-1244778927	3514
-1566235682	3514
-1611323237	3514
-1537202285	3514
-1691359087	3514
-1726850859	3514
-1864287055	3514
-2023089087	3514
-1890083053	80213
567	9002
-1429538953	2800
63	10095
-419148083	10095
-1954938919	10095
-555200824	7165
8067	285
-893135718	25981
-1191439956	25981
-846598687	51593
-324646459	4869
-1212139133	84519
-1588253579	2589
9045	55038
2913	3482
-522094294	83451
-703501947	10690
-670914645	5033
-916685405	5033
-1550139386	5033
2752	5007
2748	5007
-1326448402	2867
8239	4909
-161353165	4833
-1401504814	112574
-1271192164	10668
-1214241737	10196
-739653324	10085
320	5924
8004	302
-849369047	63930
116	9973
-1651272979	2327
-559325860	1345
-210867187	1345
-1087491623	56133
-1131633142	1003
-107090757	8289
-409502985	8289
-788924424	8289
-424539157	57786
348	56413
-1620789406	57178
-1438105186	79902
-2056714951	79902
741	9439
-1605571570	9439
-1733257744	9439
5813	1871
-714032760	1871
-842180902	2618
-968255856	2251
9078	7472
818	7472
-1282120201	10525
307	2691
-105589350	6233
-1264967616	6233
130	3824
-41921811	7386
-1447372559	7386
-743503978	10430
-1931715379	27154
2322	10010
1132	6751
2761	6751
6203	1009
-1350083176	3652
-1941369575	161497
6273	2740
4082	2740
2810	2740
-1730431456	28992
-148727698	7805
-1930102845	10595
1056	391109
-1504101730	391109
-538812338	56980
-1288739175	6038
-308768785	4539
-1154250278	4539
-727086429	6540
-107219261	9465
-1139774227	9465
-306348168	9103
6044	6872
2567	6872
-1176119927	6872
-1990601082	8614
51	9266
-1785594920	10318
-1896238476	257
-1116066109	149954
8188	118
-316378691	118
-978602816	118
-1068243243	118
-1585722003	55906
-437308685	9789
-1496051053	9789
-831780644	6904
-1309908514	51778
-1003273892	5223
-2091183107	11160
-121728506	64320
4586	4284
-2144550483	10891
-792718243	23556
6081	5730
4032	9533
-6240689	9533
-1673675150	9533
-482825905	29125
-610777851	2648
-664185236	2648
-2068364119	390035
-486298011	2657
-1417740947	7456
133	983
-1743877048	1154
-1242137776	23138
-938239544	128308
-1914845502	128308
-679087098	6676
-1537971577	4191
-225970018	617
-1530305194	10998
-1038902080	5324
6054	2770
280	2770
1056	26211
-2060982607	26211
-1212244491	4534
-1051333643	84324
-1624930217	8733
-1179979752	6096
38	64682
-878790185	64682
-1436005052	64682
-1851601120	64682
-1598721766	9092
8011	5896
-1080921748	5896
-840635369	2107
-161054273	8263
-843435412	2762
-2016436586	3376
977	2891
31	2891
-2118169926	2891
-101697417	50945
285	2779
-1505465327	2779
-909477968	24145
615	6404
-1698036546	3552
1056	26682
-1707195291	9248
-878522054	2314
2195	7088
-1266114497	7088
-277196201	6829
-1948053542	3270
-1238697017	116461
9209	3931
-468184221	6574
-1758364570	8748
-1857226918	2832
-1188269963	79814
-747458599	58533
-293045469	23327
9282	9807
-442768069	10512
-30675819	57192
-1855522068	55422
-1514431124	11102
-1973140209	11102
-1164734957	2009
2426	9459
946	5173
-1554120087	5173
-1812824569	5173
-1735088322	5173
7020	5746
-223182513	6521
-1698229176	5942
-329349262	10614
5929	6184
-1215502566	6184
2206	4636
-1728178676	4636
-1884716841	4636
-596034834	60685
-1695609765	4597
-678560892	90993
-1223748668	90993
-1534087525	51309
618	5782
-1182326174	26528
-1600961784	26528
-483096711	56891
-294779680	8690
-994557671	1511
-2088791319	55888
-495357266	9937
-1322298315	10178
-1923717579	3888
-760744823	6499
2200	5921
-1451866759	4863
-559325860	1346
-1016753591	1346
-1315630571	1346
-2079287337	57823
-831473915	10845
8101	384
-1370884855	8578
-1466216979	6389
-2123706929	6389
-1105437474	4641
-1106621088	4641
-20980308	57664
-120669883	6625
-485483699	115
831	115
-694865105	5188
-32828150	171024
4213	10399
-368214588	84679
-672006743	4570
-1937216124	4570
292	2570
-1079918541	2570
-1005231522	56979
-1236696346	10073
-629117187	4329
-980191017	9296
-1360364887	9296
-1614671555	9296
-195003041	94015
-1942396301	55117
-1854294737	8287
-258923848	203068
-911082251	203068
-1119326776	203068
4323	6720
-279846552	6720
-1214956589	6720
-498462864	219437
1056	219437
2235	417
-1399516777	23466
-1129424253	83482
-1514272620	58495
-595736025	5687
10	5687
-1487130798	5687
-207639836	8209
-2054217856	9156
391	3553
6278	10855
-751910858	3694
-891016353	3694
-59010478	29968
-944618775	6899
-1588302541	9478
-475313867	24138
147	1260
-1019146911	1260
-1391282005	1260
-333949783	3419
-2018096705	3419
-758905764	55137
-177617651	1774
6091	3222
-647203942	83733
-255834293	56681
-1727093824	56681
-2093613391	56681
-43373079	7564
-321297052	306
-931168680	2116
-1575067826	94103
-854566735	116092
1056	219469
-999595464	219469
-1917744913	53340
-643318317	55803
1144	6860
-1788893059	6860
-608982345	27241
-405624357	9546
-2099999497	26801
-973134222	1005
2742	8437
-1241939557	51562
-729498017	18
91	672
-1541287778	672
2547	394
-831358079	1678
-1857780293	5255
-1889803564	5255
6062	8398
2217	8398
-1540593008	8398
-2055232778	140947
-313759882	7690
-1396640898	140894
-800091077	25873
-1386943948	25873
660	6093
-1388100158	6093
-1427306068	11162
-1338188328	6374
4198	663
-248497795	10106
-1603928902	60677
-1416523085	117155
-800091077	6157
-994697129	6157
-672487262	6909
-707318883	117283
2591	9402
-27511801	79109
-1640635108	79109
1056	346517
-727164992	346517
-235431099	7597
8032	5595
1071	5595
4029	2975
-37480568	2975
6197	3202
4149	4485
2276	84722
-683536299	27433
-282190247	231
-439537900	231
-1245969561	3814
-1693461324	6596
8111	2170
-1528843730	2170
-858260521	55466
-1820005656	3466
-852990292	207063
1056	79339
-218002015	79339
-1138582309	224
9288	2047
2740	2047
679	5909
-557717543	84888
-1713391776	1303
-948839330	83540
-1275786074	3248
-571437251	4500
-1568350514	4500
-108051290	51363
-511532596	51062
-2099509019	7046
-581889811	11275
4577	6036
-45226735	22861
-851757098	128817
-1467990234	10425
2802	27102
-2129163067	2987
-529720183	5611
6165	7050
6360	1673
-1047225959	112858
-242608787	8139
-586248723	2982
-384432334	2982
-406790248	2982
-912315889	2982
-1327467899	2982
-874231183	245913
-753518425	6810
4206	3590
-919585008	3590
1104	5590
594	5590
-1975124796	28511
2608	9448
9248	3764
437	3764
-694397626	7290
-958310235	23746
-572678343	6373
-916588951	1656
-380248726	3266
-459705268	10447
-20679429	7775
-1534240599	2123
6188	10468
-2076917160	6790
-140921049	3914
468	3914
6256	3428
-1886595300	10963
9110	1611
4272	3096
6045	64151
-1320373408	64151
-2057694244	64151
2463	11328
9188	5290
2037	5290
-308768785	4731
-1172434129	4731
4579	3106
-180641278	3106
2434	3106
-715486988	3106
-998285687	3106
-942225076	3106
-1371487021	3106
-1911796376	3106
-1950284835	3106
-941649181	6903
4085	5325
2123	6517
20	15
-269427914	219749
-2070951739	55738
-57756185	9550
-980191017	9550
-1360364887	9550
-1782579806	9550
-606186884	26354
-1325527322	5789
2878	1844
-491568544	81706
2804	53637
2778	53637
-1229144180	53637
-876464172	2137
-974866272	55630
-349607261	54498
1056	26707
-521563207	26707
2788	146
2147	146
-67362545	5557
-2118619692	5557
-1400389601	8649
9290	9
4307	6659
-308768785	4708
-1220271966	4708
-497469919	7407
1056	254786
-1170603416	254786
-239329144	1964
-1808151488	1964
-1931072858	5118
6314	3683
1006	3683
456	3683
-1102498215	25859
-1338336810	22916
-1906982	10826
-1909174037	4325
-676038801	7101
-1652906137	30001
-1809465335	30001
-974814186	23617
-796413064	85300
-1827164642	58488
9228	1759
945	1759
4310	466
-678560892	466
-308768785	4723
-1355245895	4723
-497170501	2209
-269142832	3440
372	3440
-910100141	6317
-1186205276	23500
-1618416585	4507
-1721828206	51471
-2065525667	8123
-1257407131	10553
-1129397424	5616
673	5893
-1498897493	7151
-1350585961	4849
-397345297	664701
-1215404955	729708
-257281618	729727
-1608567613	406947
-1994356754	406947
-2134993264	406947
-1535600653	730130
-159952163	730211
-717665182	730249
-401995581	730262
-1797689562	728855
-1281932005	728858
-1196874096	728911
-97289250	728927
-1382224768	728927
-1115511830	728929
-946984756	728937
-269173725	100287084
-337513030	728989
-1008126839	728072
-1008126839	728075
-1008126839	728082
-1008126839	728090
-1008126839	728096
-1671329193	728113
-1938562254	728113
-1679919317	728115
-2055372196	728116
-1852531146	728118
-113505352	728130
-560990241	728137
-2011649339	728145
-2066079260	728175
-680054865	728190
-222955494	728194
-1975011999	732253
-1391289481	732275
-443363162	729171
-1610819716	729173
-218426826	729176
-1204764690	729177
-763224237	729201
-384432334	4881
33	4881
10006	7366
-1942529265	7366
-1994971284	3755
-255834293	9632
-850897573	9632
-1870389510	9632
-246796363	93166
-384185897	8687
-1167331739	84221
-373392375	6941
4581	3043
-508002992	3043
-227199542	3043
-1232551344	53820
1033	1129
2788	1129
2758	1129
-2120679707	1129
-1810126475	51258
-1914845502	51258
4582	6066
4167	388
-529218290	26025
2407	1455
-1417200091	1455
-936558949	83656
-1335047564	5955
-400096192	23165
-1438105186	23165
2390	27128
-1394558126	26863
-407136922	29855
-62229464	64849
-382675476	1379
2919	4082
-1016379159	5274
-1043300901	22803
3015	5757
-1886446714	178
4583	5617
-1463793981	5387
-1617152416	8508
-1109711324	7812
-1848366106	8862
-1558627968	23157
87	598
-905503763	598
-1652811514	64699
-1759363800	64579
-1858804815	79648
123420463	26780
4012	128178
733	4089
-98853632	89870
-1879651920	54585
2652	1080
-781945151	9627
-961963771	30816
-1884698727	10772
1828703235	629
-89592051	629
2837	629
-1340272779	629
124	960
-1061591670	960
-1279173489	960
-1907300401	960
698	5777
-1520243975	5939
-1831621719	9097
