object_id	entrez_id
8201	1384
8222	3625
829	3625
-1623449748	3625
-1765573227	3625
-1969139688	3625
9236	5501
603	5501
-1402579155	260294
-1381752700	9499
287	59345
-57863249	59345
-716333149	59345
-716535596	59345
-801632838	59345
-519013441	27232
-302476195	56938
9174	1565
9232	10783
2424	6613
-398356440	94031
-130907773	79365
-1841693339	217
-794614304	3796
-2139869403	6050
-160134206	57404
150	10920
-694484222	10920
2270	226
-16296453	10576
-456171504	10576
-965046182	5099
2758	152
-1358433505	152
-2041376641	56892
-1707681828	10446
-689612808	705
-1594330529	140893
-609424096	9276
-1796990645	9276
-800091077	6132
-2003969001	6132
-2013368558	27242
-903379180	4528
-832463358	6643
-1018992967	23463
4584	34
-506803399	10791
-1511650910	114907
-428248551	27156
-1032622798	54058
8134	1268
2772	1268
6161	4320
-1982951475	7621
1183	59283
-424505056	59283
-674746635	59283
-1005802021	59283
-1399944719	59283
-1620908243	59283
-1956855858	59283
-1938569706	59283
-768421214	6718
-2050118917	26275
-1477058709	9899
-1414105464	4978
-43802793	10936
10021	64816
-1662849894	51575
-1234431946	622
1104	5580
2115	5580
131	6520
-83255162	2983
-586248723	2983
-384432334	2983
-406790248	2983
-1022538307	2983
-1191851612	2983
94	713
-1119498973	713
-1160973339	713
-1106926755	3073
-1884209004	3073
-1441179970	9863
6298	4205
484	4205
-1556893546	55625
2144	7052
2639	88
-709849281	88
-1135406019	6795
1034	4628
-50271561	4628
-1728178676	4628
-1349363680	64094
-395980265	51686
-202437350	7348
-420258296	9588
2217	9588
-293837360	10641
-992675750	84532
-559436473	81563
1082	23645
-1002506321	23645
-576777055	23054
-870303738	23054
-1881807212	5832
824025730	1132
1033	1132
2788	1132
2758	1132
-734853248	84958
-941170537	2947
-1214173531	4479
-1677185422	6397
-664259052	80700
2761	1237
-708406638	1237
1075	7157
-2046669967	7157
543	2675
-754999008	220
-2032089186	23519
-2005336203	80012
-1491835519	1396
9126	728
2789	728
2761	728
-479963368	10840
-1188223967	84675
-149109706	8192
8146	283
-1858913988	23193
-417087603	5532
-2074153659	5532
2787	27289
510	9611
-870992841	9611
-1514615890	699
909	1460
-1846507223	1460
9167	5133
8021	2069
740	6736
-701030483	56603
-667737894	9039
-365474576	245915
-1398868473	5998
752	2071
-56079706	2071
-1852201926	2071
8170	3766
437	3766
-1701079365	7274
-432484077	1119
-1162978097	79058
-1135678838	115350
-1512248443	81542
-139907721	2801
-658256411	6801
-1486147574	5996
6428	5015
-958786241	5317
6009	2168
-1528843730	2168
-70888719	24147
-443781759	81543
-32121452	7429
-103795962	6141
-800091077	6141
-504577491	7832
-1501760143	7832
6264	1791
-246280283	7461
-1335880283	5002
2804	1903
2778	1903
-1942557352	1903
-53534198	2936
-246078839	11010
4349	7025
-2142748490	7025
-630595329	6165
-800091077	6165
-154321132	10991
-1346999833	63875
-1914845502	63875
-685380170	81626
660	9475
-1528312382	9475
-368498665	5585
-716086710	55052
-1914845502	55052
4559	328
6390	25823
1169	25823
-1875989418	4238
2880	7275
-830409085	7275
-1951716717	51761
-993698163	5050
9018	9388
-1265324149	7702
-430419987	25828
-870864523	7586
4560	5155
-1554762739	5155
-1572821483	8644
-1700133994	11235
-145446399	51478
-1283520165	94104
-1589489974	11172
9058	2902
512	2902
-1395587167	51314
2699	1740
-671037815	55303
-1115808750	27284
6185	3491
-725715682	124
-1948163918	124
89	5598
-1428511512	3957
-287347220	2217
-426006346	5680
-1323730478	7181
2239	8941
-141294038	7205
-893997229	10137
-1771666875	8428
-1427307592	8892
-1603053903	8892
-1316457732	354
-2010951869	354
-372892363	2298
-894588441	5052
-1385795899	5052
-194029396	80831
-1409134646	5480
-429230072	5822
357	11140
1066	11076
-318770178	83876
4561	2730
-512890611	12
-1840185929	7378
3022	4152
-1574272456	64327
167	1493
4014	160760
-1385487694	160760
4032	10621
-829738121	10621
-160445629	7376
-227412585	7376
-233808609	7376
4266	6772
721	6772
-228414953	6772
1034	4625
-1551641268	4625
-1728178676	4625
6341	4586
-1422333410	84105
123420463	26779
-725601421	26779
3012	11142
-594349859	11142
958	6356
6255	1647
4562	70
826	70
-565998771	70
-1224662365	51130
-40323424	64858
8231	651
-94819051	10253
-1367454847	5673
-534772424	4264
-991005966	11164
-10932434	11136
-1532833274	9541
-194424109	28955
-513406766	29960
-1914642831	55687
-489244549	9628
9117	909
-115507468	51264
-1914845502	51264
-583103412	9076
-1374051372	218
-20898915	2200
-1450975726	2200
-1271029532	4835
2987	9626
-560042196	9626
818	54361
-2100514655	54361
-1790104958	8838
-352860490	57546
-703403899	3142
1056	26245
4563	3678
2707	3678
2605	8751
-1480955035	92747
-85273767	8969
994	8969
-893661769	8969
-1195462374	8969
-790016718	5681
-1423463497	50626
-1119326776	7278
-1908143877	7278
-2053631860	7278
-1845073944	3859
-609857887	27032
2567	8148
-1176119927	8148
-1158584051	8148
-1243916045	22929
-2082131697	27315
9003	4827
2266	2950
-1821599625	64170
-200349304	8354
-728407048	8354
-1900706320	10742
-870654501	50964
-1239476801	23462
-1615034173	54764
-1454953846	10930
-718654354	594
-1580005617	594
-105797643	7043
-593413327	7043
-105589350	6223
-1113150693	6223
-1259587389	3042
-1888022047	7078
-1636142911	7705
-829267957	6293
-1259494551	23546
-105589350	6234
-2073862057	6234
-1145124704	23457
3041	9469
-719364825	9469
-718271553	9963
9256	23394
-339193495	2876
-750794334	4245
-1524610098	2865
-1438105186	4928
-1591388406	4928
-2021619045	23064
1056	340980
-2096485471	340980
782	7010
7003	3572
4206	3572
984	3572
411	3572
149	3572
-200928614	3572
-1135984555	3572
-921269907	6359
-349782864	9050
-602883061	8507
4075	11035
-433890149	59269
-357676541	10627
-181412992	10627
2206	10627
-1728178676	10627
-921573916	5627
-164273524	54344
-1685260073	64147
-995723765	10045
1056	128371
-527769380	128371
1056	338674
-1568840790	338674
-2000363905	9228
-130730176	56062
-71512761	5334
287	2788
-906350931	2788
-1174054374	2788
-1245642752	84667
-56674561	3400
-1356322116	5256
-1857780293	5256
4076	6514
-2068934150	1510
-540788391	2745
-1695537935	2745
-245150185	196385
-893135718	196385
-683971262	25907
-1820364597	84690
-716850131	10281
-1070549139	3835
-985756546	2677
328	2621
-1870012476	2578
-416745300	2627
-1105437474	4643
-1324065381	4643
4163	50650
-1834517300	56903
-1117708943	64577
2789	9283
-1508828952	9283
9252	107
831	107
-527582668	1195
2731	2159
-1183056213	83941
-2075181300	7103
377	3460
-1581608034	3460
-624392226	200185
-1893613736	200186
-2116448916	200197
-320357705	200205
-252522385	200261
-930561852	200316
-1102945112	200350
-391050799	200403
-1421127778	200407
-391822354	200420
-235336873	200424
-970440810	200504
-1458074557	200523
9192	200539
-740717538	200558
-1474433688	200576
-1847986023	200634
-1488447636	200728
-2043997617	200734
-240936401	200765
-1216336167	200845
-1525466463	200894
-543551367	200895
-1949161355	200909
-415837916	200931
-1664831715	200931
-37595946	200933
-434215965	200942
-989681370	200958
-1119169306	201134
-347138290	201158
-1107106494	201161
-516975256	201163
-624977325	201164
-255127777	201191
-45980294	201229
-389272455	201243
-273654029	201255
-1674685268	201283
-63875586	201288
-1245519317	201292
-243878152	201294
2128	201294
-1710170032	201299
-1923122061	201305
-1602919698	201456
-221055034	201514
-57623663	201516
-1562141674	201562
5929	201595
-511422498	201595
-692278613	201595
-893135718	201625
-1984503731	201625
-720060270	201626
-1771091070	201627
-1659771363	201633
-1214816357	201725
-1052928156	201780
-987323153	201798
-2107953479	201799
-1505652474	201895
-1680242775	201931
-628383852	201965
-1762303872	201973
-87745041	202018
-1347238039	202020
-825359780	202051
-77551792	202052
-1806126492	202151
-617876719	202181
-1158202056	202243
-26678800	202299
-1886971567	202309
-860717838	202333
-1612043021	202374
-1698667036	202500
-1715880064	202559
-570428032	202865
-1780829783	202915
-84034447	203054
-1124363949	203062
-2144913662	203069
-655745922	203100
-357387829	203102
-111912741	203111
-1026187426	203197
-1642708651	203228
-690903470	203238
-109980131	203245
-1423962479	203259
-1426823402	203260
-1753745543	203274
-1275628607	203286
-623449653	203328
-341982460	203414
-1928140236	203427
-718030029	203429
-289491749	203430
-1735856880	203522
-905688600	203523
-1891131113	203562
-1737831317	203859
-271806257	204219
-1624381962	204474
-570530745	204801
-1562695833	204851
-1803045677	204962
-868496760	205147
-1027623488	205251
-1024335983	205327
-321845706	205428
-242925189	205564
-884018373	205717
-389955042	205860
-1407495595	206338
-737271629	57231
-1854163190	219285
-1657121388	219287
-253213616	219347
-566754062	219348
-1225363808	219402
-1004253779	219539
-1051269652	219541
-52494483	219557
-688390000	219578
-784634778	219595
-953962606	219621
-1813278194	219623
-1046223672	219654
-1510336982	219670
-2022421977	219681
-1704377444	219736
-516535293	219738
-1725039348	219743
-862510038	219770
-1924436719	219790
-215425545	219793
-926069313	219833
-1493861801	219844
-999631357	219854
-777258899	219855
-1905135338	219899
-1601828874	219902
-1437004130	219931
-1115812489	219938
-896995175	219970
-544101051	219972
-1952094288	219988
-210250024	219990
-1433410904	219995
-249876586	220001
-429962663	220002
-1912955361	220004
-1807984283	220032
-359413291	220042
-1754809778	220047
-379838162	220070
-1444481345	220074
-1184755996	220081
-679777032	220082
-2090781617	220108
-151488140	220115
-1468069666	220134
-185330544	220136
-1396844988	220164
-1557636895	220202
-1759883865	220213
-684736652	220296
-284397597	220323
-1945313386	220359
-1556983303	220382
-1864064749	220388
-1333583815	220441
-226372053	220594
-590738669	220869
-755559478	220869
-223051212	220885
-88220848	220906
-1370144502	220929
-1775876502	220930
-870395479	220963
-415433910	220965
-1783201583	220972
-396460126	220988
-828255087	220992
-597987761	221002
-1227743120	221044
-1741666150	221060
-967205094	221061
-430542135	221074
-142796903	221078
-990234047	8372
-95617332	56940
2217	5320
-2134769702	5320
6392	2034
-321445472	2034
2402	7326
-1490327295	7326
-773848837	7001
-894588441	7001
-943237252	57060
-827091829	1659
-260816786	26818
-231509781	11279
-282402315	5816
-1155993174	7756
4606	1719
-1227584310	79192
496	1852
-1180909202	7552
8195	1285
925	1285
-458813998	25996
-1978766128	157313
-1148479931	127534
-800091077	6136
-846544895	6136
-1434911694	22875
-271243373	1610
-198303787	25837
-1311568466	1376
-1296044371	10638
6086	2296
-902019817	2296
4383	2118
2393	5603
-2140240404	5603
-327759769	51479
-1419407370	8777
8063	2993
-557241639	27324
-1407063188	11059
-1740693799	5700
-2029882434	5700
2532	8893
-1603053903	8893
-1705997421	29993
-1940900649	29993
-2950902	333
-1922181622	9144
-2064371586	28971
2274	8874
-1472257328	29991
-1544318709	1046
2447	5478
1056	120775
-1746821776	120775
6439	8433
-36578299	2350
-45498868	56100
-1109364553	84277
-1926256591	1265
-250414278	3024
2215	3024
2284	7414
-386261380	4225
-826282419	4225
-195221582	85438
-1275041354	3846
6154	4062
-1730340097	4668
-1177160710	10841
-984018037	9570
-2054780671	119559
-389220696	1652
-1248539825	1652
-168168464	56652
569	5111
4317	7391
4286	7391
-1347529404	8844
6148	269
-1130701	9410
-1571131809	55317
-803709885	10878
-2028130611	56672
-50102128	56126
1056	390037
-125207751	390037
4392	3171
-1998745163	3171
10010	10
-286286561	219869
1056	219869
-1359095047	89782
1183	777
-674746635	777
-1699534415	777
2459	8468
-1558190870	2523
-2140683247	114900
994	8346
-118443194	8346
-608463595	8346
-2003049232	8346
2996	5329
-1977131435	53344
-963148357	51654
-1432787943	59084
6330	2678
-546479633	2678
6377	3455
2475	3455
-1128370582	64080
-1859108995	5675
-209567827	27099
1056	286365
-1490827307	286365
6170	1264
-1336890840	2171
-1528843730	2171
-1417978396	10329
-1051338645	8510
-2116322906	55527
-2042880296	8993
-1966888657	10107
-416990353	6173
-800091077	6173
-490396480	29925
-897643827	4647
-396189322	4494
-1568350514	4494
-1971477878	10117
-1606480652	6510
-1425942867	7127
893	6340
-236360390	6340
-1282993007	57121
-601676792	10517
1056	81472
-1015305559	81472
-562889475	7511
8204	9365
-1354451272	63967
-1698315792	7783
-151162897	130
-358440822	27294
-1844212734	22888
-1238347289	53918
550	4982
638	2185
-1758889135	116179
-451622624	4606
-1438544332	27436
-252045101	5267
1056	125963
-1595538356	125963
-956629432	55233
-800091077	6147
-1702151768	6147
-1339543456	9034
-124848194	11117
-1491070627	23415
-1658767646	57094
-698795921	3029
-708615814	9101
-259675566	54576
-1942529265	54576
4603	1442
4511	1442
-1879288101	8633
719	6722
-814083665	988
-677820583	22839
-239530367	10814
-744325057	10814
4014	8493
-553375183	8493
586	5281
-369791034	54512
-1692447947	54512
-1890471386	51200
121	920
-487356338	546
-276894390	6522
-2131890847	27004
-576777055	7403
-9776653	7403
-1071862734	6573
6270	7402
-1080921748	5897
-1552710815	5897
-108226898	7556
-944750363	6249
-1839697610	54581
-760754620	26788
-560231439	7011
-1567237328	9590
-598532124	4070
-425812325	83874
-1311944313	3927
-1544997932	116285
2156	7334
591	5573
-1760592758	5573
-380546658	28831
-1391451619	10105
9055	3000
-384432334	3000
-647582132	3885
-1622301596	10984
-201751751	8408
-402692967	7137
-946607071	7137
-497855554	9179
-1516585018	9179
-1507057277	2949
-1245878520	4680
-633996976	83857
-1601909900	9672
9254	3083
-376323637	30
2951	26986
-692681319	1389
2460	51661
-1066577782	27012
-1941591848	89777
6431	3297
-2019255868	55713
4604	7374
106	819
-81479248	780
-787232305	8532
-1252150262	64844
-87355078	3093
-10643337	29114
-1507063148	9047
-185644458	5650
-2010951869	5650
-95967237	9378
876	9378
-59274339	9378
-2084022960	9378
-1471568162	2802
585	10401
1056	283162
-1015825440	283162
-721920511	86614
4376	7030
-1498898857	3868
-877741166	9245
-801808301	285955
-2089248174	57715
4157	57584
-193410909	6788
552	5021
2789	5021
-638000994	2110
-274978954	9987
-929273753	8854
-1711793864	6518
-917460451	8819
-1965784244	8819
-972000635	5090
-1696546781	5090
2752	114880
-1888627201	114880
-960671845	8434
-637637216	9024
-789403688	26871
-1545925713	116835
-1966030709	114049
-1349827071	3382
-1779513339	9975
-800091077	6122
-1463339938	6122
6206	7123
-1742087860	6008
-820538151	9744
-559325860	1329
-1784150355	1329
-116995260	53632
-1556030165	53632
10003	6799
690	325
-942470434	83795
-1844268323	7748
-815477872	23677
2658	5174
-2067802889	57448
4277	4150
6107	4487
2514	5288
-1133555015	5288
-848248298	871
-364529746	60488
-1874327990	60488
-1496434332	51804
-64476113	26226
-1483578065	23766
-1301867396	9521
6302	4969
-695767495	4975
-102786756	3786
-473563686	1298
-1190312978	1298
2292	991
-1851601120	991
2808	2834
-1926311172	2834
2496	5606
-1029932475	26136
2688	10618
8135	7272
634	5305
-1996375163	5305
-797721671	339
4271	4618
-817364727	7363
-1942529265	7363
-912698744	26277
633	5298
-1897528824	5298
-1105437474	4542
-1356571067	4542
-1611387980	8886
-594957761	4054
-105589350	6208
-1024713950	6208
8129	5142
-695041192	5142
-882606521	5142
-363785533	79786
-482370105	84545
-1914845502	84545
4063	4160
480	4160
-1713121883	687
8082	9376
-690539257	7732
-853695683	10692
-1630560190	10692
-255834293	9871
-1797350164	9871
-1870389510	9871
-292962809	9399
-197529777	9129
-455371305	57162
2363	5166
-580878738	50614
4605	7053
2672	5328
-1740693799	5702
-2082978199	5702
-308768785	4697
-66294493	4697
-235614567	55201
-1277075577	8895
-771385945	3375
9168	3588
9166	3588
-140974161	3588
393	3588
-2071536407	3588
63	10094
-55104527	10094
431	3716
-1379224484	51477
9250	5338
1056	26341
-1917682915	26341
-1996613032	3945
989	9232
-896141316	283987
-609201649	10978
-949627503	440533
4212	3659
-1024273603	7919
-633886194	1747
-1748679223	92797
-376501486	4815
2522	8520
1056	119765
-1642990041	119765
-51652740	64802
2637	5347
-822069500	10317
7010	8200
2761	5540
-1748232120	5540
-1837728870	2814
-1555449272	7095
-1112876037	83596
2909	3164
-1616598351	29093
-1914845502	29093
-439763199	6154
-800091077	6154
2515	54971
-1098033227	23250
-1927247228	51201
-29630805	678
-1903164794	24140
-936347300	58473
4434	10320
-365413886	91949
-790232444	91949
-580463439	10609
-316992351	28483
-8107626	28483
2888	28483
2883	28483
-447766795	28483
-667517238	28483
-841973489	28483
-1244778927	28483
-1566235682	28483
-1611323237	28483
-1537202285	28483
-1691359087	28483
-1864287055	28483
-1965559058	10047
-282980873	291
34	291
-639404260	291
-495256021	279
-870627779	27133
1056	26664
-1178735702	26664
590	23396
-1599373023	23396
1056	4995
-1691121572	4995
-546041029	389015
-882957935	26575
1183	786
-424505056	786
-674746635	786
-1005802021	786
-1026458302	786
-1399944719	786
-1620908243	786
-1938569706	786
-1238753588	55365
-1773066978	6448
-1930600088	9293
-1838579714	23780
-256573599	22931
-1419069670	51337
-165565021	10216
590	8395
-1833799751	8395
-1074938907	8728
-958816827	51
-354431016	50940
-695041192	50940
-1816954192	6005
-647558164	22795
-1142175906	23443
-2087762888	84108
-892278065	1716
8091	838
6276	5409
-433414021	8639
-1709979214	10202
1068	2220
-635859158	2220
-410862125	93145
-1076221555	27035
-1578069824	27035
-2098844339	1821
-287609976	8861
-1823418393	1310
-1737493381	3988
-1020917827	6299
-1054018485	945
-1844356243	6651
671	10111
-1202259207	10111
-196684275	10917
903	801
63	10092
-1240050393	10092
-143008809	26256
-142814141	51187
-540979363	368
-1891130505	215
2287	2177
-1033427858	8562
1056	26659
-456337688	26659
-1141455898	1788
-1165859260	23467
-867595449	4781
-1723869194	4781
9315	54097
-1135984555	9180
-1376217952	9180
-1190793700	1417
-1831501063	3747
4596	947
-2084959595	3054
-251114257	1010
-526767604	7058
-1285105470	81618
-155673528	10846
-695041192	10846
-266057106	5083
-640737034	6975
831	109
-575729481	109
2921	3897
-997373871	3897
-1215357931	3897
-684729156	10616
-1700662884	10616
-2080592291	29922
-634544727	57591
-1031075451	57591
8211	1184
-1574788875	175
-1434213271	10465
548	3953
-877150983	3953
8122	26229
-1313018892	11236
-303672275	9172
-651086729	5244
-1103130542	55343
8148	9173
-256468629	54504
-618099568	2070
-436989017	9857
-47326985	2647
-1627945360	390226
-1119559854	3664
-688720333	696
-502657024	10755
94	712
-1119498973	712
-2124659674	712
2998	8001
-1079306567	8001
-1896343693	8001
-1029832683	2040
-836114888	54206
-455172420	8654
-695041192	8654
1038	57053
-1018041093	57053
-1463992554	57053
-305421461	55816
416	3577
2789	3577
2761	3577
965	2243
-1358510048	2243
-1788975667	9949
-1559783847	54014
2377	8660
-513637316	7745
1041	22871
-914329320	22871
-1192451373	2192
-204062252	3052
820	331
-17666243	63876
-1618785797	63876
-1337318672	3889
-953676161	9205
-505022617	4836
-749290102	4836
7024	93
7003	3977
149	3977
-1233600181	3977
-1016080159	25999
-1278747563	10906
-81210071	8833
2217	30814
-1355330448	30814
-416653053	270
-1819219443	270
588	5304
-143088273	22950
1056	390436
-1191901799	390436
2340	3604
2339	8517
-156692168	2145
-1064327383	124583
-1568417932	10970
-688047856	11181
-1992799447	30837
-2854323	10308
9258	649
1056	390429
-241090227	390429
-126346253	140831
6145	2167
-1528843730	2167
-1234846977	3262
175	817
-1083489442	817
-1799589636	8541
4375	6256
4343	6256
4316	6256
4287	6256
4242	6256
4224	6256
-7128480	6256
-233808609	6256
2364	6256
-72367965	6256
-1118549856	6256
-1377800010	6256
-1378039147	6256
-1483525193	6256
-1728975946	6256
-1882774929	6256
-1634145042	1364
-1068234061	55891
148	1270
696	50846
-1480936608	50846
-1315349360	140701
-1786224430	54985
-89868666	10497
2128	10497
-315605577	56101
1056	390152
-1970950733	390152
6318	3593
394	3593
-470051003	3593
-374923019	116369
468	3918
-381391678	3918
-381415615	3918
-973751956	3918
-1305553154	3918
-2013756832	3430
4194	5881
9134	2081
1056	219870
-326626522	219870
4095	23179
-1190022690	23179
-2115078942	7918
-1512525534	9122
-748501848	7763
9303	23542
-1313732830	10186
3005	3903
-745655368	27434
-2033291966	3787
-125834097	6358
-245201975	203547
9091	2549
327	2549
-1740693799	5710
-1966518196	5710
-870992841	79718
-1907305294	79718
-57756185	534
-756947763	534
-980191017	534
-1360364887	534
6021	174
-1751628097	55794
-1591408655	54083
1056	442184
-1977631985	442184
8210	6569
305	2688
-1264930698	79048
160	1385
-678560892	1385
4156	4650
-1088016659	56994
-1682530035	5510
-1845026887	9249
-212490910	22809
-678560892	22809
1183	10369
-424505056	10369
-674746635	10369
-1005802021	10369
-1399944719	10369
-1477988370	10369
-1620908243	10369
-1938569706	10369
-837308564	57062
-827076151	931
2162	10454
-733039768	24141
-988482100	8416
-118662719	8269
9069	924
-482031722	81494
-1218419411	6372
-585873933	4176
-1115040845	4176
3049	51330
-650879383	10985
-56728433	1106
9044	4145
-1814569189	3728
-892895278	3140
-1323924294	7404
-559325860	4513
-1017395274	4513
-732056707	104
-2069763992	27330
-250654443	29785
2404	5608
-308768785	4710
-197786065	4710
-996641889	64919
-76160993	9203
7023	92
-1537394301	8940
-966617167	23299
109	8573
6082	4880
-138141985	26285
-970675696	60484
7015	7049
1056	219954
-1593168768	219954
-1650298323	56914
-460499092	57048
-105997661	9502
-762891179	9989
-1061298528	5475
-1986475512	6483
-1239943286	55203
-1981702354	23595
6444	5251
2070	10480
-691779056	10480
-619257433	4321
6130	2139
-2115594121	961
4598	3681
1006	3681
2721	3681
-113388495	5379
-2129445683	22938
-1474408887	25799
6272	7541
1038	1140
-1799422946	1140
-2033266549	1140
-1406960672	64834
-83050116	2952
1056	26595
-34384913	26595
6370	9332
-1927136351	100144748
-226856052	100151643
-281307113	100151683
-996531232	100151684
-211728073	100158262
-1800973985	100169750
-885977484	100169751
-1433131622	100169752
-287738189	100169851
-1287844548	100169890
-888423981	100169951
-1700368398	100169952
-1492112698	100169953
-1151044371	100169954
-1655272867	100169955
-1419932422	100169956
-1970537102	100169957
-2105848490	100169958
-2045684811	100169959
-922736676	100170216
-1904864868	100170217
-301008168	100170218
-1102617116	100170219
-496474289	100170220
-381543638	100170223
-863100879	100170224
-476736280	100170225
-2081872144	100170226
-806239514	100170227
-1143766394	3832
3039	6588
506	10988
2070	10988
-465341190	117159
-2110608016	10767
-116641359	10248
-1514431124	10248
-37291836	9556
4039	10018
-1097147757	8364
-784209081	6164
-800091077	6164
-794110683	1289
-1340655740	1289
-767903558	5669
7033	5228
-390252046	22926
-678560892	22926
-753149152	22926
-1582190132	55859
8043	27299
-1680100963	3216
119	940
-838526689	56146
4024	1292
-1981781079	1292
-371673703	284459
2233	1033
2719	22801
-811078337	22801
-188149584	3221
-27511801	64223
-705110526	64223
-805113625	64223
-1852308666	10408
-1418757590	64063
-1583277997	51347
-1683629848	140881
8030	53616
-309143147	4189
-326758203	6575
591	5576
-815052609	5576
-997955973	5576
-437308685	60559
-1450830524	60559
-316378691	119
-546551076	119
-978602816	119
-1097147757	8360
-1523348673	8552
-1077352060	1827
342	10014
-790865158	10014
-729368605	30817
-1116536061	28227
-1973604582	28227
8113	5599
434	5599
-1355326903	5599
-191306535	57103
-1393430088	6695
-1249779476	8499
2983	1472
-1241703222	5094
-119790550	4045
-463415180	9110
-532904710	10516
-1212544651	8682
-1369444782	10665
600	5337
-2014145274	4703
6421	4084
-402164871	3250
-260816786	26799
-2099709252	26799
-1365487832	26054
-195538753	89795
-1163238542	240
-244236003	28973
-686761024	28973
-1874327990	28973
-165877966	8615
-389431291	55586
2755	6452
280	2781
-1806228097	2781
-112773424	5534
-1178220280	5534
6122	5351
-1497744656	55589
-819700269	8659
-1914845502	28998
-1990352655	28998
-1087757227	1312
1056	441933
-1005012405	441933
-1748146015	3757
-270697431	11079
-616444191	5928
728	5928
-1756942568	5928
-1949260576	5928
-1965784244	5928
-2018035122	5928
-94985659	4550
-658652039	4550
-1914845502	4550
3029	323
438	57468
1056	390113
-23677325	390113
-545645213	55504
437	3770
-918443794	3770
-335701802	7083
-1606770899	3743
-1011873563	54433
-2123824059	54433
-221767240	8801
-2126064659	8801
-538157089	8572
-516736112	5383
-111267157	10919
-559325860	4512
-461744325	4512
6307	6554
-821252822	8876
-1427604441	26118
-1802697209	4121
-1653380582	2494
3012	5570
-1955165213	5570
640	8738
-463871859	7399
6271	6833
1140	6833
-314057671	85477
2565	2961
-1973877057	2961
1000	3836
-1127896268	3836
-101255610	6793
-68192358	639
-1630994165	665
-368142174	57620
8160	3690
846	3690
-1663698141	3690
-888479711	6455
6156	4092
2535	1965
-871425854	1965
-1377501311	55503
-1873083997	154810
1175	10911
882	25
-1771387438	115352
867	156
-863246686	156
608	5516
-1150158319	5516
-540448612	6883
2567	6883
-664185236	6883
-1176119927	6883
-2129391162	6883
9194	11270
-1603477129	8027
8028	1113
-380341839	135152
-659632211	7678
-225146760	8546
-241165548	8546
-1630642044	8546
-477733144	57763
752	2965
-1795949976	2965
-1852201926	2965
211	1630
-485455469	7358
-1331662894	65078
2771	134
-1826734857	134
-83825725	79813
-191688401	55283
595	5610
-873224916	2268
9010	5286
-1133555015	5286
-748334939	83939
-296987535	5074
-874332107	10521
-1179873941	416
-1616339713	8674
4132	10411
-624871863	10103
1056	346528
-1094608268	346528
3028	322
-1284585062	64110
1115	5957
-664133831	6444
-715761161	6444
-670914645	8974
-1429175060	8974
-1550139386	8974
6116	1410
-69307308	1410
-2085375696	5858
-308768785	55967
-805515514	55967
-1301972328	3775
-1907926926	29998
-2016552193	2176
-1195886004	80741
-201198124	8337
55	3184
-461926740	10053
-687887003	10053
-1075924739	10053
-1154696840	6512
6257	10560
8140	2205
2081	2205
-585243400	9500
6324	928
-386623715	11217
-1653498652	11217
-1807244039	1300
-457670190	341116
-1778538526	57130
-1371335895	4184
-1689747810	56159
6061	994
921	994
-446043441	4048
-2058202736	23336
-216091757	4892
-740613080	56123
-698938307	4489
-1568350514	4489
2392	377
-736026599	25827
-537464019	10923
-1951365230	3948
-737457990	6489
-1362393537	5375
-1528843730	5375
-763978748	5889
-1977312660	10740
-853983395	10230
1056	390093
-1723877484	390093
8016	587
-609424096	1315
2691	1315
-961331263	10634
2880	7288
-1585983453	7288
-1189541070	2667
4343	5465
609	5465
-160445629	5465
-1706280435	11151
250	2122
-1126206646	11023
2554	6670
-1423821061	6670
-1893846952	64232
-308768785	4540
-1932266610	4540
-1518593699	123
-641328024	8237
-1514802105	26829
-1102077536	56
-1336470890	23607
9249	5136
-695041192	5136
-1132299982	5136
-1842012822	56128
5814	1870
4622	1870
6367	3566
-620468877	3566
405	3566
-402737834	26827
-1459331380	26827
-613248718	55742
-1406805147	57282
4623	23649
-2118619692	23649
-1433462562	114915
-109441929	27074
-1343900033	2028
934	54205
1056	79324
-469190969	79324
-1125887748	6764
1056	120586
-1541129981	120586
-1318890858	53349
-1525054217	3638
-420164728	10307
-105589350	6227
-2003840428	6227
-733287839	51588
-1583580394	56675
1183	9254
-674746635	9254
-790018156	9254
-1005802021	9254
-1108001896	9254
-1399944719	9254
-1620908243	9254
-1938569706	9254
-1634400769	83547
-249358543	6619
-1303109964	6619
-513361094	25816
-620333161	6230
-105589350	6230
9051	27189
-1357738378	376497
-308768785	4715
-17012960	4715
7007	10203
902	10203
-371908265	2844
-434711228	10687
1030	4295
2218	5742
73	627
-2027116265	1993
2808	2848
2780	2848
-1348221481	2848
2595	1796
2614	4296
-1051584524	6362
-609092755	9127
-255169626	81490
-2080929184	768
4234	2295
4319	3394
-561472741	23594
-1528576382	57409
6093	5106
-1336302351	79144
2214	7155
-1873308258	7155
657	5037
6300	3306
2260	3306
-1854686178	140880
1056	391107
-1971601196	391107
-25849605	2803
-81447482	2631
-736852024	3177
-1707831539	741
-1903107488	55998
-462945859	22866
-1441952681	50801
-1676664363	63943
210	8771
-308969336	170506
2387	9595
-1604876196	53342
-983995421	762
6127	1414
4374	6934
-1563893039	6934
-1256022579	1645
-33836853	91754
-1140266903	64175
-922330584	3603
-1400199312	3603
-1569630619	3603
1062	1029
-694975657	1029
-410851812	8460
134	1017
-200349304	8351
-728407048	8351
-876783554	10542
1056	390063
